concept_id, concept_name,concept_rename
sin346_128,Fire_Truck,fire_truck
sin346_129,First_Lady,first_lady
sin346_130,Flags,flag
sin346_131,Flood,flood
sin346_132,Flowers,flower
sin346_133,Food,food
sin346_134,Football,football
sin346_135,Forest,forest
sin346_136,Free_Standing_Structures,free_standing_structure
sin346_137,Freighter,freighter
sin346_138,Furniture,furniture
sin346_139,George_Bush,george_bush
sin346_140,Girl,girl
sin346_141,Glasses,glasses
sin346_142,Golf,golf
sin346_143,Golf_Player,golf_player
sin346_144,Government_Leader,government_leader
sin346_145,Graphic,graphic
sin346_146,Greeting,greeting
sin346_147,Ground_Combat,ground_combat
sin346_148,Ground_Vehicles,ground_vehicle
sin346_149,Guard,guard
sin346_150,Gun,gun
sin346_151,Gun_Shot,gun_shot
sin346_152,Gym,gym
sin346_153,Hand,hand
sin346_154,Handshaking,handshaking
sin346_155,Harbors,harbor
sin346_156,Head_And_Shoulder,head_and_shoulder
sin346_157,Helicopter_Hovering,helicopter_hovering
sin346_158,Helicopters,helicopter
sin346_159,Herbivore,herbivore
sin346_160,High_Security_Facility,high_security_facility
sin346_161,Highway,highway
sin346_162,Hill,hill
sin346_163,Hispanic_Person,hispanic_person
sin346_164,Hockey,hockey
sin346_165,Horse,horse
sin346_166,Hospital,hospital
sin346_167,House_Of_Worship,house_of_worship
sin346_168,Human_Young_Adult,human_young_adult
sin346_169,Indian_Person,indian_person
sin346_170,Indoor,indoor
sin346_171,Indoor_Sports_Venue,indoor_sports_venue
sin346_172,Industrial_Setting,industrial_setting
sin346_173,Infants,infant
sin346_174,Insect,insect
sin346_175,Instrumental_Musician,instrumental_musician
sin346_176,Insurgents,insurgent
sin346_177,Invertebrate,invertebrate
sin346_178,Islands,island
sin346_179,Japanese,japanese_person
sin346_180,John_Kerry,john_kerry
sin346_181,Joy,joy
sin346_182,Junk_Frame,junk_frame
sin346_183,Kitchen,kitchen
sin346_184,Korean,korean_person
sin346_185,Laboratory,laboratory
sin346_186,Lakes,lake
sin346_187,Landscape,landscape
sin346_188,Legs,leg
sin346_189,Machine_Guns,machine_gun
sin346_190,Male_Anchor,male_anchor
sin346_191,Male_Human_Face,male_human_face
sin346_192,Male-Human-Face-Closeup,male-human-face-closeup
sin346_193,Male_News_Subject,male_news_subject
sin346_194,Male_Person,male_person
sin346_195,Male_Reporter,male_reporter
sin346_196,Mammal,mammal
sin346_197,Man_Made_Thing,man_made_thing
sin346_198,Man_Wearing_A_Suit,man_wearing_a_suit
sin346_199,Maps,map
sin346_200,Meeting,meeting
sin346_201,Military,military
sin346_202,Military_Aircraft,military_aircraft
sin346_203,Military_Airplane,military_airplane
sin346_204,Military_Base,military_base
sin346_205,Military_Buildings,military_building
sin346_206,Military_Personnel,military_personnel
sin346_207,Military_Vehicle,military_vehicle
sin346_208,Minivan,minivan
sin346_209,Moonlight,moonlight
sin346_210,Mosques,mosques
sin346_211,Motorcycle,motorcycle
sin346_212,Mountain,mountain
sin346_213,Muslims,muslim_person
sin346_214,Natural_Disaster,natural_disaster
sin346_215,Network_Logo,network_logo
sin346_216,News,news
sin346_217,News_Studio,news_studio
sin346_218,Nighttime,nighttime
sin346_219,Oceans,ocean
sin346_220,Office,office
sin346_221,Office_Building,office_building
sin346_222,Officers,officer
sin346_223,Oil_Drilling_Site,oil_drilling_site
sin346_224,Old_People,old_person
sin346_225,Outdoor,outdoor
sin346_226,Overlaid_Text,overlaid_text
sin346_227,Pan_Zoom_Static,pan_zoom_static
sin346_228,Pavilions,pavilions
sin346_229,People_Marching,people_marching
sin346_230,Person,person
sin346_231,Person_Drops_An_Object,person_drops_an_object
sin346_232,Pickup_Truck,pickup_truck
sin346_233,Plant,plant
sin346_234,Police,police
sin346_235,Police_Car,police_car
sin346_236,Police_Private_Security_Personnel,police_private_security_personnel
sin346_237,Police_Truck,police_truck
sin346_238,Politicians,politician
sin346_239,Politics,politics
sin346_240,Press_Conference,press_conference
sin346_241,Primate,primate
sin346_242,Prisoner,prisoner
sin346_243,Processing_Plant,processing_plant
sin346_244,Professional_Video,professional_video
sin346_245,Quadruped,quadruped
sin346_246,Raft,raft
sin346_247,Religious_Building,religious_building
sin346_248,Religious_Figures,religious_figure
sin346_249,Reporters,reporter
sin346_250,Rescue_Helicopter,rescue_helicopter
sin346_251,Rescue_Vehicle,rescue_vehicle
sin346_252,Researcher,researcher
sin346_253,Residential_Buildings,residential_building
sin346_254,Rifles,rifle
sin346_255,River,river
sin346_256,Road,road
sin346_257,Road_Block,road_block
sin346_258,Road_Overpass,road_overpass
sin346_259,Roadway_Junction,roadway_junction
sin346_260,Rocky_Ground,rocky_ground
sin346_261,Room,room
sin346_262,Rowboat,rowboat
sin346_263,Rpg,rpg
sin346_264,Ruminant,ruminant
sin346_265,Running,running
sin346_266,Sadness,sadness
sin346_267,Sailing_Ship,sailing_ship
sin346_268,Scene_Text,scene_text
sin346_269,School,school
sin346_270,Science_Technology,science_technology
sin346_271,Scientists,scientist
sin346_272,Sea_Mammal,sea_mammal
sin346_273,Security_Checkpoint,security_checkpoint
sin346_274,Shopping_Mall,shopping_mall
sin346_275,Singing,singing
sin346_276,Single_Person,single_person
sin346_277,Single_Person_Female,single_person_female
sin346_278,Single_Person_Male,single_person_male
sin346_279,Sitting_Down,sitting_down
sin346_280,Skating,skating
sin346_281,Ski,ski
sin346_282,Skier,skier
sin346_283,Sky,sky
sin346_284,Skyscraper,skyscraper
sin346_285,Snow,snow
sin346_286,Soccer,soccer
sin346_287,Soccer_Player,soccer_player
sin346_288,Sofa,sofa
sin346_289,Soldiers,soldier
sin346_290,Speaker_At_Podium,speaker_at_podium
sin346_291,Speaking,speaking
sin346_292,Speaking_To_Camera,speaking_to_camera
sin346_293,Sports,sport
sin346_294,Sports_Car,sports_car
sin346_295,Stadium,stadium
sin346_296,Standing,standing
sin346_297,Still_Image,still_image
sin346_298,Street_Battle,street_battle
sin346_299,Streets,street
sin346_300,Studio_With_Anchorperson,studio_with_anchorperson
sin346_301,Suburban,suburban
sin346_302,Suits,suits
sin346_303,Sun,sun
sin346_304,Sunglasses,sunglasses
sin346_305,Sunny,sunny
sin346_306,Surprise,surprise
sin346_307,Swimming,swimming
sin346_308,Swimming_Pools,swimming_pools
sin346_309,Synagogue,synagogue
sin346_310,Synthetic_Images,synthetic_image
sin346_311,Table,table
sin346_312,Talking,talking
sin346_313,Taxi_Cab,taxi_cab
sin346_314,Teenagers,teenager
sin346_315,Telephones,telephone
sin346_316,Tennis,tennis
sin346_317,Tent,tent
sin346_318,Text,text
sin346_319,Text_Labeling_People,text_labeling
sin346_320,Text_On_Artificial_Background,text_on_artificial_background
sin346_321,Throw_Ball,throw_ball
sin346_322,Throwing,throwing
sin346_323,Tower,tower
sin346_324,Traffic,traffic
sin346_325,Trees,tree
sin346_326,Truck,truck
sin346_327,Two_People,two_people
sin346_328,Underwater,underwater
sin346_329,Urban_Park,urban_park
sin346_330,Urban_Scenes,urban_scene
sin346_331,US_Flags,us_flag
sin346_332,Valleys,valley
sin346_333,Van,van
sin346_334,Vegetation,vegetation
sin346_335,Vehicle,vehicle
sin346_336,Vertebrate,vertebrate
sin346_337,Violent_Action,being_violent
sin346_338,Walking,walking
sin346_339,Walking_Running,walking_running
sin346_340,Waterscape_Waterfront,waterscape_waterfront
sin346_341,Weapons,weapon
sin346_342,Weather,weather
sin346_343,Whale,whale
sin346_344,Wild_Animal,wild_animal
sin346_345,Windows,window
sin346_346,Yasser_Arafat,yasser_arafat
sports478_1,boomerang,boomerang
sports478_2,boxing,boxing
sports478_3,bowling,bowling
sports478_4,candlepin_bowling,candlepin_bowling
sports478_5,bowls,bowls
sports478_6,skittles_(sport),skittles_(sport)
sports478_7,ten-pin_bowling,ten-pin_bowling
sports478_8,cycling,cycling
sports478_9,unicycle,unicycle
sports478_10,mountain_unicycling,mountain_unicycling
sports478_11,bicycle,bicycle
sports478_12,bmx,bmx
sports478_13,freestyle_bmx,freestyle_bmx
sports478_14,cyclo-cross,cyclo-cross
sports478_15,cross-country_cycling,cross-country_cycling
sports478_16,road_bicycle_racing,road_bicycle_racing
sports478_17,track_cycling,track_cycling
sports478_18,downhill_mountain_biking,downhill_mountain_biking
sports478_19,freeride,freeride
sports478_20,dirt_jumping,dirt_jumping
sports478_21,slopestyle,slopestyle
sports478_22,equestrianism,equestrianism
sports478_23,fencing,fencing
sports478_24,figure_skating,figure_skating
sports478_25,speed_skating,speed_skating
sports478_26,gymnastics,gymnastics
sports478_27,tumbling_(gymnastics),tumbling_(gymnastics)
sports478_28,baton_twirling,baton_twirling
sports478_29,artistic_gymnastics,artistic_gymnastics
sports478_30,balance_beam,balance_beam
sports478_31,floor_(gymnastics),floor_(gymnastics)
sports478_32,horizontal_bar,horizontal_bar
sports478_33,parallel_bars,parallel_bars
sports478_34,pommel_horse,pommel_horse
sports478_35,rings_(gymnastics),rings_(gymnastics)
sports478_36,sport_aerobics,sport_aerobics
sports478_37,uneven_bars,uneven_bars
sports478_38,vault_(gymnastics),vault_(gymnastics)
sports478_39,majorette_(dancer),majorette_(dancer)
sports478_40,rhythmic_gymnastics,rhythmic_gymnastics
sports478_41,hoop_(rhythmic_gymnastics),hoop_(rhythmic_gymnastics)
sports478_42,ribbon_(rhythmic_gymnastics),ribbon_(rhythmic_gymnastics)
sports478_43,rope_(rhythmic_gymnastics),rope_(rhythmic_gymnastics)
sports478_44,ball_(rhythmic_gymnastics),ball_(rhythmic_gymnastics)
sports478_45,juggling_club,juggling_club
sports478_46,tricking,tricking
sports478_47,skipping_rope,skipping_rope
sports478_48,acrobatics,acrobatics
sports478_49,slacklining,slacklining
sports478_50,trampolining,trampolining
sports478_51,trapeze,trapeze
sports478_52,flying_trapeze,flying_trapeze
sports478_53,judo,judo
sports478_54,brazilian_jiu-jitsu,brazilian_jiu-jitsu
sports478_55,tennis,tennis
sports478_56,mixed_martial_arts,mixed_martial_arts
sports478_57,krav_maga,krav_maga
sports478_58,yoga,yoga
sports478_59,sanshou,sanshou
sports478_60,baguazhang,baguazhang
sports478_61,bujinkan,bujinkan
sports478_62,hapkido,hapkido
sports478_63,jeet_kune_do,jeet_kune_do
sports478_64,kajukenbo,kajukenbo
sports478_65,kalaripayattu,kalaripayattu
sports478_66,kuk_sool_won,kuk_sool_won
sports478_67,northern_praying_mantis_(martial_art),northern_praying_mantis_(martial_art)
sports478_68,ninjutsu,ninjutsu
sports478_69,pankration,pankration
sports478_70,pencak_silat,pencak_silat
sports478_71,shidokan,shidokan
sports478_72,shoot_boxing,shoot_boxing
sports478_73,shorinji_kempo,shorinji_kempo
sports478_74,systema,systema
sports478_75,t'ai_chi_ch'uan,t'ai_chi_ch'uan
sports478_76,vovinam,vovinam
sports478_77,xing_yi_quan,xing_yi_quan
sports478_78,skiing,skiing
sports478_79,skijoring,skijoring
sports478_80,alpine_skiing,alpine_skiing
sports478_81,cross-country_skiing,cross-country_skiing
sports478_82,freestyle_skiing,freestyle_skiing
sports478_83,nordic_skiing,nordic_skiing
sports478_84,ski_jumping,ski_jumping
sports478_85,ski_touring,ski_touring
sports478_86,telemark_skiing,telemark_skiing
sports478_87,squash_(sport),squash_(sport)
sports478_88,swimming_(sport),swimming_(sport)
sports478_89,backstroke,backstroke
sports478_90,breaststroke,breaststroke
sports478_91,butterfly_stroke,butterfly_stroke
sports478_92,freestyle_swimming,freestyle_swimming
sports478_93,medley_swimming,medley_swimming
sports478_94,synchronized_swimming,synchronized_swimming
sports478_95,finswimming,finswimming
sports478_96,water_polo,water_polo
sports478_97,table_tennis,table_tennis
sports478_98,wrestling,wrestling
sports478_99,pehlwani,pehlwani
sports478_100,shuai_jiao,shuai_jiao
sports478_101,ya??l??_g??re??,yagli_gures
sports478_102,amateur_wrestling,amateur_wrestling
sports478_103,greco-roman_wrestling,greco-roman_wrestling
sports478_104,freestyle_wrestling,freestyle_wrestling
sports478_105,sport_kite,sport_kite
sports478_106,kite,kite
sports478_107,kite_landboarding,kite_landboarding
sports478_108,parasailing,parasailing
sports478_109,snowkiting,snowkiting
sports478_110,kite_buggy,kite_buggy
sports478_111,kitesurfing,kitesurfing
sports478_112,sledding,sledding
sports478_113,skeleton_(sport),skeleton_(sport)
sports478_114,toboggan,toboggan
sports478_115,skibobbing,skibobbing
sports478_116,sled_dog_racing,sled_dog_racing
sports478_117,bobsleigh,bobsleigh
sports478_118,luge,luge
sports478_119,archery,archery
sports478_120,ky??d??,kyudo
sports478_121,pitch_and_putt,pitch_and_putt
sports478_122,croquet,croquet
sports478_123,cue_sports,cue_sports
sports478_124,eight-ball,eight-ball
sports478_125,blackball_(pool),blackball_(pool)
sports478_126,nine-ball,nine-ball
sports478_127,straight_pool,straight_pool
sports478_128,ten-ball,ten-ball
sports478_129,trick_shot,trick_shot
sports478_130,russian_pyramid,russian_pyramid
sports478_131,snooker,snooker
sports478_132,carom_billiards,carom_billiards
sports478_133,darts,darts
sports478_134,golf,golf
sports478_135,match_play,match_play
sports478_136,shooting_sport,shooting_sport
sports478_137,practical_shooting,practical_shooting
sports478_138,cowboy_action_shooting,cowboy_action_shooting
sports478_139,clay_pigeon_shooting,clay_pigeon_shooting
sports478_140,skeet_shooting,skeet_shooting
sports478_141,trap_shooting,trap_shooting
sports478_142,sporting_clays,sporting_clays
sports478_143,skee_ball,skee_ball
sports478_144,knife_throwing,knife_throwing
sports478_145,boules,boules
sports478_146,bocce,bocce
sports478_147,boccia,boccia
sports478_148,curling,curling
sports478_149,shuffleboard,shuffleboard
sports478_150,p??tanque,petanque
sports478_151,climbing,climbing
sports478_152,canyoning,canyoning
sports478_153,mountaineering,mountaineering
sports478_154,rope_climbing,rope_climbing
sports478_155,ice_climbing,ice_climbing
sports478_156,pole_climbing_(gymnastic),pole_climbing_(gymnastic)
sports478_157,hiking,hiking
sports478_158,rock_climbing,rock_climbing
sports478_159,sport_climbing,sport_climbing
sports478_160,abseiling,abseiling
sports478_161,bouldering,bouldering
sports478_162,walking,walking
sports478_163,backpacking_(wilderness),backpacking_(wilderness)
sports478_164,race_walking,race_walking
sports478_165,triathlon,triathlon
sports478_166,adventure_racing,adventure_racing
sports478_167,biathlon,biathlon
sports478_168,duathlon,duathlon
sports478_169,decathlon,decathlon
sports478_170,heptathlon,heptathlon
sports478_171,modern_pentathlon,modern_pentathlon
sports478_172,pentathlon,pentathlon
sports478_173,crossfit,crossfit
sports478_174,board_sports,board_sports
sports478_175,freestyle_scootering,freestyle_scootering
sports478_176,freeboard_(skateboard),freeboard_(skateboard)
sports478_177,longboarding,longboarding
sports478_178,streetluge,streetluge
sports478_179,skimboarding,skimboarding
sports478_180,wakesurfing,wakesurfing
sports478_181,bodyboarding,bodyboarding
sports478_182,riverboarding,riverboarding
sports478_183,wakeboarding,wakeboarding
sports478_184,snowboarding,snowboarding
sports478_185,sandboarding,sandboarding
sports478_186,mountainboarding,mountainboarding
sports478_187,surfing,surfing
sports478_188,skateboarding,skateboarding
sports478_189,free_running,free_running
sports478_190,freestyle_football,freestyle_football
sports478_191,powerbocking,powerbocking
sports478_192,calisthenics,calisthenics
sports478_193,footbag,footbag
sports478_194,physical_fitness,physical_fitness
sports478_195,pilates,pilates
sports478_196,weight_training,weight_training
sports478_197,highland_games,highland_games
sports478_198,olympic_weightlifting,olympic_weightlifting
sports478_199,strength_athletics,strength_athletics
sports478_200,bodybuilding,bodybuilding
sports478_201,powerlifting,powerlifting
sports478_202,wallball,wallball
sports478_203,running,running
sports478_204,orienteering,orienteering
sports478_205,geocaching,geocaching
sports478_206,sprint_(running),sprint_(running)
sports478_207,hurdles,hurdles
sports478_208,endurance,endurance
sports478_209,ultramarathon,ultramarathon
sports478_210,cross_country_running,cross_country_running
sports478_211,half_marathon,half_marathon
sports478_212,marathon,marathon
sports478_213,aggressive_inline_skating,aggressive_inline_skating
sports478_214,artistic_roller_skating,artistic_roller_skating
sports478_215,ice_skating,ice_skating
sports478_216,inline_speed_skating,inline_speed_skating
sports478_217,rink_bandy,rink_bandy
sports478_218,freestyle_slalom_skating,freestyle_slalom_skating
sports478_219,roller_derby,roller_derby
sports478_220,roller_skating,roller_skating
sports478_221,short_track_speed_skating,short_track_speed_skating
sports478_222,synchronized_skating,synchronized_skating
sports478_223,snowmobile,snowmobile
sports478_224,hunting,hunting
sports478_225,deer_hunting,deer_hunting
sports478_226,fox_hunting,fox_hunting
sports478_227,disc_dog,disc_dog
sports478_228,dog_agility,dog_agility
sports478_229,bikejoring,bikejoring
sports478_230,carting,carting
sports478_231,obedience_trial,obedience_trial
sports478_232,conformation_show,conformation_show
sports478_233,dock_jumping,dock_jumping
sports478_234,flyball,flyball
sports478_235,french_ring_sport,french_ring_sport
sports478_236,greyhound_racing,greyhound_racing
sports478_237,lure_coursing,lure_coursing
sports478_238,mushing,mushing
sports478_239,obedience_training,obedience_training
sports478_240,rally_obedience,rally_obedience
sports478_241,schutzhund,schutzhund
sports478_242,sheepdog_trial,sheepdog_trial
sports478_243,sighthound,sighthound
sports478_244,weight_pulling,weight_pulling
sports478_245,dachshund_racing,dachshund_racing
sports478_246,barrel_racing,barrel_racing
sports478_247,charreada,charreada
sports478_248,chilean_rodeo,chilean_rodeo
sports478_249,cross-country_equestrianism,cross-country_equestrianism
sports478_250,dressage,dressage
sports478_251,endurance_riding,endurance_riding
sports478_252,english_pleasure,english_pleasure
sports478_253,equitation,equitation
sports478_254,eventing,eventing
sports478_255,equestrian_vaulting,equestrian_vaulting
sports478_256,gymkhana,gymkhana
sports478_257,harness_racing,harness_racing
sports478_258,horse_racing,horse_racing
sports478_259,horseball,horseball
sports478_260,hunt_seat,hunt_seat
sports478_261,reining,reining
sports478_262,rodeo,rodeo
sports478_263,bull_riding,bull_riding
sports478_264,bullfighting,bullfighting
sports478_265,show_jumping,show_jumping
sports478_266,steeplechase,steeplechase
sports478_267,team_penning,team_penning
sports478_268,western_pleasure,western_pleasure
sports478_269,motorcycle_racing,motorcycle_racing
sports478_270,auto_race,auto_race
sports478_271,road_racing,road_racing
sports478_272,endurance_racing_(motorsport),endurance_racing_(motorsport)
sports478_273,enduro,enduro
sports478_274,freestyle_motocross,freestyle_motocross
sports478_275,grand_prix_motorcycle_racing,grand_prix_motorcycle_racing
sports478_276,rally_raid,rally_raid
sports478_277,motocross,motocross
sports478_278,ice_racing,ice_racing
sports478_279,motorcycle_speedway,motorcycle_speedway
sports478_280,superbike_racing,superbike_racing
sports478_281,supermoto,supermoto
sports478_282,track_racing,track_racing
sports478_283,trial,trial
sports478_284,isle_of_man_tt,isle_of_man_tt
sports478_285,motorcycle_drag_racing,motorcycle_drag_racing
sports478_286,all-terrain_vehicle,all-terrain_vehicle
sports478_287,remote_control,remote_control
sports478_288,radio-controlled_car,radio-controlled_car
sports478_289,robot_combat,robot_combat
sports478_290,auto_racing,auto_racing
sports478_291,autocross,autocross
sports478_292,autograss,autograss
sports478_293,banger_racing,banger_racing
sports478_294,demolition_derby,demolition_derby
